year,province,city,composite,ncpr,poverty_rate,food_expenditure_share,no_electricity_population_share,no_water_population_share,mean_years_schooling_women,health_worker_population_share,life_expectancy,stunting,food_security_index,food_security_index_ranking
2020,kalimantan selatan,balangan,6,0.32,5.55,32.57,2.55,24.9,7.33,2.65,67.59,34.21,82.06,90
2020,kalimantan selatan,kota banjarmasin,6,6.67,4.2,19.02,0,0,9.64,0.03,70.98,27.64,78.02,46
2020,kalimantan selatan,kota banjarbaru,5,7.3,4.3,11.51,0,25.15,10.67,0.37,71.87,38.19,68.92,70
2020,kalimantan timur,paser,6,1,8.95,16.47,1.5,16.1,8.62,10.26,72.52,30.01,82.26,87
2020,kalimantan timur,kutai barat,3,5,9.09,23.41,3.76,24.67,8.31,18.1,72.79,35.66,54.98,363
2020,kalimantan timur,kutai kartanegara,6,0.96,7.2,8.95,0.58,9.55,9.17,13.21,72.21,36.51,84.28,42
2020,kalimantan timur,kutai timur,5,2.57,9.48,13.32,0.32,7.91,9.09,25.02,73.03,39.35,73.13,255
2020,kalimantan timur,berau,6,0.93,5.04,11.14,0.21,6.55,9.32,19.77,71.94,34.49,85.34,28
2020,kalimantan timur,penajam paser utara,6,0.65,7.18,14.7,0,8.27,8.21,5.47,71.3,26.98,86.2,19
2020,kalimantan timur,mahakam hulu,4,2.93,11.25,31.44,3.31,23.82,8.26,71.9,71.9,35.77,63.17,337
2020,kalimantan timur,kota balikpapan,6,28.96,2.42,3.66,0,1.22,10.46,0.2,74.41,22.83,87.66,3
2020,kalimantan timur,kota samarinda,6,17.23,4.59,6.36,0.38,0.15,10.16,0.44,74.17,25.24,80.75,35
2020,kalimantan timur,kota bontang,6,50,4.22,7.85,0,0.29,10.57,0.19,74.18,25.59,84.59,11
2020,kalimantan utara,malinau,5,2.18,6.96,13.24,0.15,29.17,8.05,61.41,71.42,31.01,70.78,280
2020,kalimantan utara,bulungan,6,1.59,8.78,12.85,0.27,25.85,9.05,17.37,72.6,29.23,77.63,188
2020,kalimantan utara,tana tidung,3,5,4.72,13.94,0.34,43.38,8.48,21.89,71.38,38.88,53.76,367
2020,kalimantan utara,nunukan,6,1.44,6.11,27.63,0.72,24.97,8.01,15.6,71.3,27.71,77.45,195
2020,kalimantan utara,kota tarakan,6,19.34,6,7.18,0,5.86,10,0.32,73.92,21.53,79.91,38
2020,sulawesi utara,bolaang mongondow,6,0.13,7.47,22.18,0,29.46,8.2,5.65,69.22,16.71,85.32,29
2020,sulawesi utara,minahasa,6,0.54,7.18,26.21,0,17.92,9.61,1.35,70.98,9.26,86.64,14
2020,sulawesi utara,kepulauan sangihe,3,5,11.15,41.23,2.87,24.47,8.55,0.63,69.96,10.58,54.61,365
2020,sulawesi utara,kepulauan talaud,6,0.8,9.86,31.14,0,30.69,9.62,2.96,70.04,10.86,81.17,105
2020,sulawesi utara,minahasa selatan,6,0.47,9.26,37.47,0.14,19.36,9.16,2.03,69.8,12.02,84.17,44
2020,sulawesi utara,minahasa utara,6,0.55,6.93,32.8,0.78,16.88,10.1,1.37,71.31,16.16,86.06,21
2020,sulawesi utara,bolaang mongondow utara,6,0.25,8.45,46.76,0.79,35.62,8.86,3.73,67.54,13.68,81.11,108
2020,sulawesi utara,siau tagulandang biaro,3,5,9.56,22.36,1.18,37.25,9.13,0.63,70.54,8.95,55.61,361
2020,sulawesi utara,minahasa tenggara,6,0.36,12.78,32.49,0.33,27.97,9.15,2.92,70.07,12.87,82.66,79
2020,sulawesi utara,bolaang mongondow selatan,6,0.37,13.27,27.12,0.99,31.2,8.39,4.4,64.45,6.34,79.88,139
2020,sulawesi utara,bolaang mongondow timur,6,0.26,6.1,20.23,0.28,32.65,7.8,3.85,67.81,12.09,84.31,40
2020,sulawesi utara,kota manado,6,12.04,5.51,14.34,0.5,4.54,11.38,0.07,71.8,16.48,81.39,32
2020,sulawesi utara,kota bitung,5,3.5,6.49,25.04,0.27,7.05,9.96,0.51,71,24.96,68.56,73
2020,sulawesi utara,kota tomohon,6,0.91,5.62,9.94,0,14.26,10.91,0.15,71.79,16,79.44,40
2020,sulawesi utara,kota kotamobagu,6,0.86,5.71,10.97,0,9.24,10.19,0.15,70.33,24.17,75.9,53
2020,sulawesi tengah,banggai kepulauan,4,2.49,14.84,43.82,13.57,19.35,8.49,3.92,65.71,38.67,63.98,333
2020,sulawesi tengah,banggai,6,0.31,7.8,16.25,1.75,19.97,8.06,5.34,70.61,29.96,85.38,25
2020,sulawesi tengah,morowali,6,0.46,13.75,15.34,2.72,19.85,9.24,5.15,68.82,26.79,82.44,82
2020,sulawesi tengah,poso,6,0.33,15.65,16.06,0.49,16.81,9.39,5.59,70.85,25.03,84.22,43
2020,sulawesi tengah,donggala,5,0.74,18.4,41.68,4.99,51.02,7.93,4.73,66.85,34.41,69.83,291
2020,sulawesi tengah,toli-toli,6,0.52,13.09,25.8,3.78,24.54,8.77,3.18,65.3,30.25,78.66,164
2020,sulawesi tengah,buol,6,0.62,15.19,39.72,4.48,21.73,8.98,6.07,68.17,32.68,77.56,192
2020,sulawesi tengah,parigi moutong,5,0.32,16.64,33.64,5.85,34.24,7.69,3.03,63.94,31.54,75.05,219
2020,sulawesi tengah,tojo una-una,6,0.59,17.16,41.88,5.74,10.89,8.6,6.07,65.14,24.98,77.52,194
2020,sulawesi tengah,sigi,5,0.49,12.91,39.33,1.22,46.69,8.8,7.61,69.57,50.53,74.75,225
2020,sulawesi tengah,banggai laut,2,4.95,15.34,36.25,8.71,26.92,8.61,1.21,64.79,32.62,48.94,378
2020,sulawesi tengah,morowali utara,6,0.61,15.08,29.03,5.5,24.43,8.67,16.1,69.19,27.19,78.31,172
2020,sulawesi tengah,kota palu,6,37.09,6.83,6.4,0,5.24,11.51,0.23,70.68,23.32,79.63,39
2020,sulawesi selatan,kepulauan selayar,4,3.72,12.83,24.14,1.17,9.54,8.4,1.25,68.34,32.71,62.97,338
2020,sulawesi selatan,bulukumba,6,0.28,7.26,21.72,0,25.74,8.07,0.99,67.69,28.72,83.61,58
2020,sulawesi selatan,bantaeng,6,0.27,9.03,24.88,0.77,4.94,6.76,0.42,70.42,16.67,87.38,7
2020,sulawesi selatan,jeneponto,6,0.21,14.88,23.77,0,10.33,7.5,1.21,66.24,41.11,81.55,96
2020,sulawesi selatan,takalar,6,0.37,8.7,18.82,0.19,23.94,7.77,0.77,67.01,25.54,82.85,75
2020,sulawesi selatan,gowa,6,0.33,7.53,17.18,0.38,19.61,8.26,2.1,70.37,36.94,85.05,31
2020,sulawesi selatan,sinjai,6,0.35,9.14,9.93,2.59,19.33,8.05,1.19,67.17,34.28,83.56,60
2020,sulawesi selatan,maros,6,0.27,9.89,16.37,2.66,28.82,7.96,0.94,68.98,27.64,83.11,67
2020,sulawesi selatan,pangkajene dan kepulauan,6,0.5,14.06,24.72,2.62,20.18,7.99,1.56,66.49,34.51,79.16,157
2020,sulawesi selatan,barru,6,0.23,8.57,9.99,1.78,15.07,8.25,1.42,68.91,27.02,86.61,15
2020,sulawesi selatan,bone,6,0.14,10.06,14.98,1.3,25.47,7.3,1.6,66.88,33.02,82.79,78
2020,sulawesi selatan,soppeng,6,0.12,7.25,18.24,1.5,21.76,8.18,2.05,69.43,28.17,86.16,20
2020,sulawesi selatan,wajo,6,0.11,6.91,22.57,1.55,27.5,6.73,3.22,67.17,25.52,83.52,61
2020,sulawesi selatan,sidenreng rappang,6,0.1,4.79,22.01,0.24,22.46,8.19,2.22,69.59,25.12,87.17,9
2020,sulawesi selatan,pinrang,6,0.11,8.46,30.62,0.27,34.01,8.11,1.93,69.39,27.6,83.01,72
2020,sulawesi selatan,enrekang,6,0.31,12.33,28.54,0.89,34.84,8.77,3.48,70.83,43.71,80.06,132
2020,sulawesi selatan,luwu,6,0.19,12.78,21.85,1.26,29.92,8.89,3.72,70.19,24.03,83.2,65
2020,sulawesi selatan,tana toraja,6,0.68,12.35,32.21,2.83,51.24,8.68,2.38,73.15,31.42,76.88,203
2020,sulawesi selatan,luwu utara,6,0.2,13.6,20.18,0.34,36.29,8.26,7.4,68.31,27.49,80.47,115
2020,sulawesi selatan,luwu timur,6,0.24,6.98,10.3,0.19,25.33,8.64,8.92,70.38,20.06,86.7,12
2020,sulawesi selatan,toraja utara,6,0.44,12.41,31.36,1,43.05,8.53,1.12,73.35,34.35,79.59,144
2020,sulawesi selatan,kota makassar,6,23.29,4.28,9.71,0,1.96,10.86,0.03,72,21.65,84.32,13
2020,sulawesi selatan,kota parepare,6,3.36,5.26,10.22,0.22,8.65,10.33,0.1,71.18,19.94,78.56,44
2020,sulawesi selatan,kota palopo,6,1.48,7.82,9.01,0.03,3.84,10.79,0.23,70.79,30.83,75.24,55
2020,sulawesi tenggara,buton,5,1.3,13.65,19.34,1.01,31.14,7.64,2.78,67.92,38.3,73.43,251
2020,sulawesi tenggara,muna,6,1.18,12.85,15.67,2.37,27.37,8.2,2.15,70.18,27.36,77.43,196
2020,sulawesi tenggara,konawe,6,0.25,12.34,11.38,0.86,26.98,8.95,3.93,70.02,37.46,83.18,66
2020,sulawesi tenggara,kolaka,6,0.74,11.92,15.05,1.13,21.49,9.11,4.8,70.72,36.01,81.35,100
2020,sulawesi tenggara,konawe selatan,6,0.47,10.81,12.45,0.58,27.35,7.72,8.36,70.52,35.67,81.82,94
2020,sulawesi tenggara,bombana,6,0.47,10.56,19,2.68,8.75,8.13,3.39,68.54,43.13,83.03,71
2020,sulawesi tenggara,wakatobi,5,1.38,14.75,14.35,0.78,34.07,7.98,0.74,70.13,23.86,74.93,223
2020,sulawesi tenggara,kolaka utara,6,0.67,13.19,24.5,3.11,19.6,8.67,6,70.15,38.99,79.93,137
2020,sulawesi tenggara,buton utara,5,2.06,14.38,15.53,2.46,25.11,8.58,3.58,70.75,47.26,70.66,283
2020,sulawesi tenggara,konawe utara,5,0.91,13.66,27.01,0.67,39.98,9.25,13.15,69.23,47.99,73.99,241
2020,sulawesi tenggara,kolaka timur,6,0.22,13.71,15.24,1.59,16.2,8.68,7.62,72.33,37.36,84.9,34
2020,sulawesi tenggara,konawe kepulauan,4,2.27,17.18,10.83,0.91,27.1,8.9,3.76,68.25,49.51,67.45,313
2020,sulawesi tenggara,muna barat,6,0.75,13.84,14.12,2.62,27.11,7.16,1.93,70.16,39.86,78.28,173
2020,sulawesi tenggara,buton tengah,5,1.91,15.77,9.4,0.21,13.25,7.55,1.34,67.5,24.44,73.49,250
2020,sulawesi tenggara,buton selatan,5,1.19,14.66,12.18,4.57,52.47,7.88,1.45,67.5,46.08,70.19,286
2020,sulawesi tenggara,kota kendari,6,11.12,4.44,7.52,0,5.67,11.71,0.12,73.52,24.81,84.91,8
2020,sulawesi tenggara,kota bau-bau,6,2.77,7.27,8.67,0.15,6.54,10.87,0.38,70.95,40.75,71.11,66
2020,gorontalo,boalemo,6,0.06,18.87,22.3,2.88,24.34,7.17,2.6,68.83,37.15,79.99,135
2020,gorontalo,gorontalo,6,0.26,18.06,10.83,0.7,22.67,7.91,1.58,67.45,37.25,80.26,124
2020,gorontalo,pohuwato,6,0.11,18.16,16.33,0.64,8.43,8.05,7.04,63.83,33.28,81.34,101
2020,gorontalo,bone bolango,6,0.69,16.12,10.29,0.38,24.02,9.12,2.54,68.38,25.34,80.12,129
2020,gorontalo,gorontalo utara,6,0.16,16.95,20.3,4.83,22.65,7.65,2.86,65.79,34.89,79.41,151
2020,gorontalo,kota gorontalo,6,3.92,5.45,1.87,0,4.97,10.35,0.07,72.42,29.44,81.3,33
2020,sulawesi barat,majene,5,0.82,13.72,46.97,0,16.8,9.12,2.33,61.3,43.7,73.71,246
2020,sulawesi barat,polewali mandar,5,0.35,15.6,43.69,1.97,34.52,7.59,2.13,62.18,39.45,73.27,254
2020,sulawesi barat,mamasa,5,0.35,13.42,57.07,1.08,79.08,8.33,7.41,70.75,45.02,69.75,293
2020,sulawesi barat,mamuju,6,0.37,7.06,37.56,3.39,34.6,7.98,4.54,67.23,43.68,78.56,167
2020,sulawesi barat,mamuju utara,6,0.8,4.28,23.96,2.29,26.03,8.6,7.71,65.91,32.99,79.89,138
2020,sulawesi barat,mamuju tengah,6,0.21,6.87,17.16,1.92,30.26,7.77,11.41,68.06,32.14,82.95,74
2020,maluku,maluku tenggara barat,2,5,27.25,41.51,7.15,27.78,9.76,14.58,63.34,28.65,43.52,387
2020,maluku,maluku tenggara,2,5,22.75,13.21,4.88,24.27,9.35,1.6,64.95,35.21,48.8,379
2020,maluku,maluku tengah,5,1.16,20.04,34.91,1.57,27.68,9.9,6.65,66.34,31.43,72,270
2020,maluku,buru,6,0.52,16.74,32.61,3.85,27.18,8.8,7.06,66.32,26.91,76.92,202
2020,maluku,kepulauan aru,1,5,26.73,20.52,25.02,33.17,8.86,15.77,62.73,42.12,41.37,391
2020,maluku,seram bagian barat,3,2.54,25.16,26.8,2.6,51.38,9.15,8.21,61.48,33.43,56.02,359
2020,maluku,seram bagian timur,4,1.18,23.13,37.95,14.11,33.22,8.49,9.65,59.16,40.54,63.94,334
2020,maluku,maluku barat daya,4,0.89,29.43,21.51,12.7,36.4,8.46,11.51,62.16,29.16,66.55,320
2020,maluku,buru selatan,3,3,16.13,39.37,11.9,38.21,8.3,7.67,66.13,26.67,58.88,351
2020,maluku,kota ambon,6,50,4.57,5.62,0.38,14.27,11.74,0.22,70.35,27.93,76.85,50
2020,maluku,kota tual,2,20.03,22.68,6.12,3.92,17.21,10.28,0.86,65.21,27.69,34.8,97
2020,maluku utara,halmahera barat,3,4.61,8.59,16.56,1.03,42.66,8.8,3.47,66.13,28.79,54.15,366
2020,maluku utara,halmahera tengah,4,2.6,14.12,24.81,3.79,25.23,8.94,9.01,63.65,27.87,64.92,332
2020,maluku utara,kepulauan sula,2,5,8.98,31.91,7.13,36.65,8.88,11.78,63.18,27.3,49.23,377
2020,maluku utara,halmahera selatan,2,5,5.03,21.34,11.26,41.17,7.9,8.99,65.75,37.79,50.46,374
2020,maluku utara,halmahera utara,6,1.12,4.55,21.13,2.31,40.64,8.42,6.21,69.47,20.48,78.44,169
2020,maluku utara,halmahera timur,5,0.48,15.39,24.63,4.31,52.02,8.23,19.11,68.64,30.38,74.38,232
2020,maluku utara,pulau morotai,6,0.79,7.27,30.37,1.76,42,7.55,9.22,66.99,30.08,76.07,212
2020,maluku utara,pulau taliabu,2,5,7.53,30.27,19.67,58.31,7.86,9.26,61.95,30.19,44.45,386
2020,maluku utara,kota ternate,6,32.86,3.14,4.81,0.07,8.98,11.48,0.12,70.85,18.22,84.43,12
2020,maluku utara,kota tidore kepulauan,4,1.1,6.1,9.32,0.73,39.43,9.7,1,69.22,26.14,54.66,92
2020,papua barat,fakfak,2,5,23.25,26.58,9.05,38.86,10.02,32.5,68.41,32.91,45.51,384
2020,papua barat,kaimana,2,5,16.11,27.41,4.92,46.19,9.15,26.7,64.64,24.1,46.06,383
2020,papua barat,teluk wondama,1,5,32.42,44.41,12.1,66.41,9.07,23.38,59.93,26.03,33.07,396
2020,papua barat,teluk bintuni,2,3.42,30.57,33.52,2.7,33.18,9.62,58.38,60.6,37.02,47.99,381
2020,papua barat,manokwari,5,1.75,21.06,7.58,0.26,11.28,9.76,3.74,68.56,13.47,75.42,218
2020,papua barat,sorong selatan,2,5,18.41,41.6,8.33,46.36,8.4,18.06,66.15,40.26,43.22,389
2020,papua barat,sorong,4,1.5,28.61,13.89,2.16,42.57,9.05,10.37,66.02,26.93,65.87,325
2020,papua barat,raja ampat,3,3.8,17.16,27.29,11.3,36.05,9.09,24.86,64.7,32.25,53.46,368
2020,papua barat,tambrauw,1,2.13,33.66,55.01,24.91,80.42,7.39,100,59.96,48.21,39.62,392
2020,papua barat,maybrat,1,5,32.2,28.55,19.42,83.79,9.65,48.75,65.17,44.83,31.12,398
2020,papua barat,manokwari selatan,4,0.68,29.94,12.62,2.95,42.63,7.72,100,67.48,28.6,65.78,326
2020,papua barat,pegunungan arfak,1,5,34.83,26.53,43.24,63.37,5.85,100,67.18,31.33,29.05,402
2020,papua barat,kota sorong,5,50,15.45,8.43,0.08,5.13,10.68,0.84,70.46,15.75,66.03,80
2020,papua,merauke,6,0.19,10.35,24.2,5.01,28.12,8.51,100,66.93,21.19,77.6,189
2020,papua,jayawijaya,1,5,38.33,10.96,26.34,71.41,5.24,5.54,59.39,34.53,29.85,400
2020,papua,jayapura,3,3.77,13.13,20.33,0.14,35.22,10.01,22.24,66.93,34.16,58.11,354
2020,papua,nabire,4,1.87,24.81,23.27,4.67,27.1,9.89,7.22,67.97,29.08,67.65,311
2020,papua,kepulauan yapen,2,5,27.13,26.4,23.51,31.53,9.14,16.51,69.06,50.36,43.38,388
2020,papua,biak numfor,2,5,25.5,15.74,1.03,28.46,10.57,19.31,68.2,34.63,48.51,380
2020,papua,paniai,1,5,37.16,10.04,61.45,89.26,4.28,96.17,66.27,34.44,22.97,405
2020,papua,puncak jaya,1,5,35.71,19.11,12.81,85.59,3.22,14.74,64.98,34.14,30.03,399
2020,papua,mimika,3,5,14.54,9.96,11.66,14.02,9.83,1.62,72.27,23.99,57.45,355
2020,papua,boven digoel,1,5,19.66,28.82,13.48,35.8,8.66,100,59.64,34.97,38.58,393
2020,papua,mappi,1,5,25.5,51.75,56.62,71.16,5.44,80.7,64.91,21.99,28.59,403
2020,papua,asmat,1,5,26.6,55.48,35.11,91.49,4.8,100,57.53,46.7,19.9,411
2020,papua,yahukimo,1,5,38.82,54.1,84.3,67.45,3.18,82.26,65.8,21.86,21.21,409
2020,papua,pegunungan bintang,1,5,30.51,85.3,18.09,79.63,3.85,62.12,64.34,35.87,24.46,404
2020,papua,tolikara,1,5,32.9,86.54,14.76,96.24,1.99,29.01,65.58,49.56,21.4,407
2020,papua,sarmi,2,5,14.41,46.42,9.08,40.73,8.1,43.8,66.26,27.36,44.68,385
2020,papua,keerom,4,3.14,16.83,20.72,5.37,26.51,8.22,37.74,66.6,27.06,60.24,348
2020,papua,waropen,1,5,30.95,37.79,11.7,53.5,9.05,42.34,66.24,32.11,37.5,395
2020,papua,supiori,1,5,38.79,49.17,4.03,71.98,9.04,3.47,65.81,53.53,31.59,397
2020,papua,mamberamo raya,1,5,29.13,79.78,25.99,95.28,6.15,100,57.55,21.9,19.8,412
2020,papua,nduga,1,5,38.24,41.96,50.13,99.71,2.31,100,55.12,3.18,15.54,414
2020,papua,lanny jaya,1,5,39.52,69.67,26.75,99.48,1.71,17.28,66,8.8,22.87,406
2020,papua,mamberamo tengah,1,5,36.93,82.71,19.44,100,3.07,82.56,63.44,14.26,19.07,413
2020,papua,yalimo,1,5,34.52,52.99,14.09,81.54,3.61,30.75,65.34,8.65,29.77,401
2020,papua,puncak,1,5,38.24,93.56,97.21,100,1,44.94,65.61,25.06,12.63,416
2020,papua,dogiyai,1,5,31.12,42.99,95.99,96.91,2.56,100,65.6,65.99,14.7,415
2020,papua,intan jaya,1,5,42.92,36.25,10.75,95.47,1.88,94.3,65.51,28.01,20.74,410
2020,papua,deiyai,1,5,43.65,9.73,27.07,100,1.49,83.07,65.11,22.2,21.36,408
2020,papua,kota jayapura,5,7.11,11.49,6,0,6.17,10.88,0.73,70.38,26.22,68.83,71
