year,province,city,composite,ncpr,poverty_rate,food_expenditure_share,no_electricity_population_share,no_water_population_share,mean_years_schooling_women,health_worker_population_share,life_expectancy,stunting,food_security_index,food_security_index_ranking
2019,jawa barat,bogor,5,2.39,7.14,35.48,0,36.61,7.94,0.53,70.86,32.86,69.11,291
2019,jawa barat,sukabumi,5,0.75,6.76,52.99,0.35,49.3,7.05,1.18,70.49,41.35,74.5,228
2019,jawa barat,cianjur,6,0.56,9.81,46.85,0.09,46.04,7.14,1.37,69.7,33.51,75.86,201
2019,jawa barat,bandung,6,1.83,6.65,30.64,0,18.54,8.6,0.61,73.26,35.21,77.05,175
2019,jawa barat,garut,6,0.47,9.27,58.77,0.11,42.71,7.68,0.87,71.03,34.64,76.96,176
2019,jawa barat,tasikmalaya,5,0.52,9.85,58.3,0.07,51.69,7.31,1.19,68.96,33.8,74.11,231
2019,jawa barat,ciamis,6,0.63,7.22,29.46,0.07,39.12,7.7,0.81,71.32,33.39,79.91,113
2019,jawa barat,kuningan,6,0.46,12.22,54.11,0,23.95,7.6,0.47,73.11,28.68,80.61,97
2019,jawa barat,cirebon,6,0.7,10.7,47.64,0.15,22.98,6.77,0.3,71.66,33.7,78.88,136
2019,jawa barat,majalengka,6,0.37,10.79,49.86,0,23.85,6.95,0.54,69.68,36.62,79.52,119
2019,jawa barat,sumedang,6,0.48,9.76,31.62,0.15,31.34,8.37,0.89,72.14,32.22,81.73,71
2019,jawa barat,indramayu,6,0.23,11.89,51.16,0,13.12,5.54,1.06,71.11,33.98,81.59,74
2019,jawa barat,subang,6,0.29,8.67,39.22,0,32.9,6.84,0.88,71.92,28.64,81.81,69
2019,jawa barat,purwakarta,6,0.84,7.99,28.81,0,37.84,7.96,0.56,70.61,41.01,77.82,155
2019,jawa barat,karawang,6,0.39,8.06,35.17,0.16,20.61,7.54,0.39,71.81,33.11,83.61,36
2019,jawa barat,bekasi,6,1.17,4.37,21.07,0.15,9.73,9.01,0.36,73.43,26.37,85.01,17
2019,jawa barat,bandung barat,5,1.41,10.06,33.78,0,31.47,8.03,0.81,72.03,36.69,75.14,212
2019,jawa barat,pangandaran,6,0.35,8.12,27.75,0,30.73,7.77,1.32,70.84,32.71,82.56,54
2019,jawa barat,kota bogor,6,45.92,5.93,19.76,0,19.84,9.47,0.04,73.21,27.79,74.07,56
2019,jawa barat,kota sukabumi,5,4.12,7.12,39.98,0,21.57,9.23,0.03,72.11,28.99,65.78,80
2019,jawa barat,kota bandung,6,50,3.57,10.24,0,6.7,10.56,0.02,74,21.74,86.87,7
2019,jawa barat,kota cirebon,6,50,8.88,29.62,0,2.9,9.45,0.03,71.99,31.18,72.32,61
2019,jawa barat,kota bekasi,6,50,4.11,10.33,0,12.56,10.91,0.04,74.76,16.75,86.85,8
2019,jawa barat,kota depok,6,50,2.14,8.22,0,20.56,10.44,0.07,74.17,23.21,83.67,23
2019,jawa barat,kota cimahi,6,50,4.94,24,0,11.94,10.65,0.02,73.75,21.06,80.68,34
2019,jawa barat,kota tasikmalaya,4,2.55,12.71,44.25,0,23.33,9.09,0.15,71.7,25.74,58.14,91
2019,jawa barat,kota banjar,5,1.05,5.7,50.4,0,19.49,8.49,0.15,70.59,27.89,61.66,87
2019,jawa tengah,cilacap,6,0.38,11.25,26.59,0.2,27.72,6.74,0.77,73.39,32.1,82.45,59
2019,jawa tengah,banyumas,6,0.89,13.5,25.41,0,26.71,7.54,0.29,73.45,32.02,79.27,124
2019,jawa tengah,purbalingga,6,0.77,15.62,30.12,0.17,23.05,7.14,0.4,72.98,28.88,79.2,126
2019,jawa tengah,banjarnegara,6,0.88,15.46,31.95,0.15,38.97,6.46,0.65,73.91,24.08,76.43,191
2019,jawa tengah,kebumen,6,0.43,17.47,34.86,0,39.12,7.3,0.46,73.11,33.89,77.51,164
2019,jawa tengah,purworejo,6,0.42,11.67,31.48,0.56,31.26,7.46,0.57,74.4,23.33,82.6,53
2019,jawa tengah,wonosobo,6,0.8,17.58,29.85,0.12,12.68,7,0.78,71.46,31.49,78.94,134
2019,jawa tengah,magelang,6,0.85,11.23,27.21,0.32,30.15,7.63,0.81,73.47,33.95,79.51,120
2019,jawa tengah,boyolali,6,0.55,10.04,16.76,0,32.01,7.32,0.54,75.79,28.51,83.62,35
2019,jawa tengah,klaten,6,0.52,12.96,38.54,0,31.21,8.17,0.21,76.67,29.62,81.93,68
2019,jawa tengah,sukoharjo,6,0.45,7.41,23,0.19,20.26,8.91,0.15,77.54,31.32,87.89,4
2019,jawa tengah,wonogiri,6,0.15,10.75,31.3,0.1,19.29,6.95,0.99,76.05,27.9,86.55,5
2019,jawa tengah,karanganyar,6,0.51,10.01,27.71,0,19.93,8.37,0.49,77.36,28.02,86.16,10
2019,jawa tengah,sragen,6,0.27,13.12,27.8,0.24,21.13,7.22,0.37,75.6,33.16,84.52,21
2019,jawa tengah,grobogan,6,0.27,12.31,47.37,0.22,14.31,6.55,0.67,74.55,39.16,82.98,46
2019,jawa tengah,blora,6,0.23,11.9,32.52,0,18.43,6.37,0.99,74.12,32.86,84.1,28
2019,jawa tengah,rembang,6,0.38,15.41,26.13,0,17.16,7.02,0.72,74.39,25.73,83.7,34
2019,jawa tengah,pati,6,0.28,9.9,25.74,0,17.96,7.25,0.48,75.93,37.9,86.05,11
2019,jawa tengah,kudus,6,0.74,6.98,11.88,0,21.92,8.63,0.15,76.47,29.38,86.49,7
2019,jawa tengah,jepara,6,0.65,7,38.91,0,20.62,7.65,0.46,75.71,33.57,83.85,31
2019,jawa tengah,demak,6,0.29,12.54,27.41,0,16.46,7.44,0.56,75.29,26.11,85.91,13
2019,jawa tengah,semarang,6,0.85,7.29,15.77,0,15.7,7.9,0.6,75.62,24.86,85.94,12
2019,jawa tengah,temanggung,6,1.12,9.87,22.25,0.12,23.19,7.16,0.57,75.47,30.26,80.76,93
2019,jawa tengah,kendal,6,0.69,9.84,24.59,0.08,13.54,7.17,0.58,74.3,25.48,84.55,20
2019,jawa tengah,batang,6,0.71,8.69,34.45,0,19.38,6.86,0.61,74.56,25.28,83.16,44
2019,jawa tengah,pekalongan,5,2.24,10.06,33.47,0,28.04,7.07,0.51,73.53,35.12,70.92,272
2019,jawa tengah,pemalang,6,0.63,16.04,50.67,0.16,27.24,6.35,0.45,73.11,33.68,76.87,178
2019,jawa tengah,tegal,6,1.26,7.94,33.93,0,24.5,6.82,0.26,71.28,30.59,77.46,165
2019,jawa tengah,brebes,5,0.64,17.17,35.33,0,28.19,6.08,0.55,68.84,38.53,75.09,214
2019,jawa tengah,kota magelang,6,25.75,7.87,17.24,0.22,9.87,9.98,0.01,76.72,27.55,79.28,41
2019,jawa tengah,kota surakarta,6,50,9.08,12.49,0,16.9,10.35,0.01,77.11,39.51,76.66,47
2019,jawa tengah,kota salatiga,6,5.97,4.84,10.2,0,7.68,10.32,0.04,77.11,34.24,84.79,20
2019,jawa tengah,kota semarang,6,12.09,4.14,9.98,0,4.41,9.69,0.04,77.23,29.68,86.4,10
2019,jawa tengah,kota pekalongan,5,6.51,6.75,31.8,0.15,32.05,8.56,0.03,74.25,29.73,64.69,84
2019,jawa tengah,kota tegal,6,16.35,7.81,12.36,0,0.73,8.16,0.02,74.3,20.72,80.18,38
2019,daerah istimewa yogyakarta,kulon progo,6,0.68,18.3,30.33,0,22.07,8.44,0.41,75.12,22.65,81.08,88
2019,daerah istimewa yogyakarta,bantul,6,1.44,13.43,15.53,0.17,23.56,9.36,0.2,73.66,22.89,79,129
2019,daerah istimewa yogyakarta,gunung kidul,6,0.21,17.12,34.22,0.16,29.92,6.89,1.03,73.92,32.51,80.65,95
2019,daerah istimewa yogyakarta,sleman,6,1.47,7.65,12.94,0,20.68,10.53,0.09,74.69,14.69,83.34,40
2019,daerah istimewa yogyakarta,kota yogyakarta,6,50,6.98,8.64,0,20.88,11.32,0.01,74.45,16.93,82.8,26
2019,jawa timur,pacitan,6,0.39,14.19,36.4,0.44,30.64,7.32,1.07,71.52,26.34,80.01,111
2019,jawa timur,ponorogo,6,0.24,10.36,32.24,0.23,19.03,7.28,0.68,72.43,30.5,84.49,23
2019,jawa timur,trenggalek,6,0.53,12.02,36.13,0,48.88,7.6,0.72,73.35,39.89,77.08,174
2019,jawa timur,tulungagung,6,0.56,7.27,24.61,0.11,31.13,8.33,0.47,73.74,26.17,83.94,30
2019,jawa timur,blitar,6,0.62,9.72,24.21,0,33.56,7.43,0.71,73.16,27.36,81.46,78
2019,jawa timur,kediri,6,0.78,11.31,32.73,0,35.64,7.8,0.57,72.37,29.36,78.64,142
2019,jawa timur,malang,6,0.89,10.37,29.25,0,24.73,7.38,0.98,72.26,31.74,79.77,116
2019,jawa timur,lumajang,6,0.5,9.98,39.89,0,33.7,6.2,1.03,69.7,34.01,78.09,151
2019,jawa timur,jember,5,0.52,9.98,44.62,0.56,47.42,5.87,0.8,68.74,38.31,74.55,227
2019,jawa timur,banyuwangi,6,0.49,7.8,30.25,0.13,26.76,6.75,1.91,70.34,32.01,81.46,79
2019,jawa timur,bondowoso,5,0.42,14.39,52.12,0,39.98,5.9,0.78,66.27,37.98,73.07,244
2019,jawa timur,situbondo,5,0.51,11.82,51.53,0,39.57,6.11,1.51,68.73,30.66,75.34,207
2019,jawa timur,probolinggo,5,0.82,18.71,51.18,0.21,40.86,5.83,0.78,66.71,39.9,69.04,293
2019,jawa timur,pasuruan,6,0.69,9.45,42.71,0,36.83,7.07,0.73,70.01,39.7,76.57,186
2019,jawa timur,sidoarjo,6,1.68,5.69,14.03,0.09,13.59,9.93,0.09,73.82,27.05,82.05,66
2019,jawa timur,mojokerto,6,0.52,10.08,26.95,0,25.37,8.17,0.27,72.24,29.9,82.78,48
2019,jawa timur,jombang,6,0.45,9.56,35.8,0,28.23,8.18,0.32,72.04,29.78,82.18,64
2019,jawa timur,nganjuk,6,0.39,12.11,47.73,0.42,28.82,7.72,0.61,71.25,29.65,79.96,112
2019,jawa timur,madiun,6,0.27,11.42,40.58,0.09,19.81,7.51,0.73,70.97,32.43,82.45,58
2019,jawa timur,magetan,6,0.29,10.31,33.6,0,14.18,7.66,0.38,72.3,30.25,85.05,15
2019,jawa timur,ngawi,6,0.18,14.83,36.1,0.5,22.57,7.03,0.59,71.92,40.47,81.17,87
2019,jawa timur,bojonegoro,6,0.27,13.16,39.16,0.33,21.4,6.93,0.93,71.07,34.91,81.21,86
2019,jawa timur,tuban,6,0.27,15.31,37.56,0,16.93,6.71,0.95,71.01,30.76,81.45,80
2019,jawa timur,lamongan,6,0.21,13.8,26.72,0.15,11.31,7.88,0.51,72.04,35.49,84.8,18
2019,jawa timur,gresik,6,0.6,11.89,22.75,0.09,2.21,9.02,0.4,72.46,27.16,86.34,9
2019,jawa timur,bangkalan,5,0.59,19.59,53.76,0.56,40.25,5.64,0.45,69.94,41.87,71.12,268
2019,jawa timur,sampang,5,0.66,21.21,70.62,0.23,23.58,5.02,0.64,67.79,47.93,69.58,286
2019,jawa timur,pamekasan,5,1.08,14.47,48.62,0,30.02,6.45,0.31,67.22,44.12,71.1,269
2019,jawa timur,sumenep,5,0.57,20.16,51.55,0.28,21.93,5.26,0.97,70.94,34.33,74.9,218
2019,jawa timur,kota kediri,5,3.09,7.68,20.16,0,31.36,9.5,0.03,73.8,34.62,67.94,74
2019,jawa timur,kota blitar,6,3.68,7.44,15.41,0,27.59,9.49,0.02,73.36,25.59,72.18,62
2019,jawa timur,kota malang,6,13.6,4.1,8.05,0,15.04,10.23,0.03,72.93,23.42,82.36,29
2019,jawa timur,kota probolinggo,6,3.64,7.2,6.54,0,17.01,8.24,0.05,70,30.02,71.26,66
2019,jawa timur,kota pasuruan,5,2.65,6.77,41.49,0,11.07,8.69,0.04,71.18,34.88,65.71,81
2019,jawa timur,kota mojokerto,6,5.02,5.5,14.88,0,16.83,9.57,0.03,73.01,20.86,78.19,44
2019,jawa timur,kota madiun,6,3.86,4.49,10.73,0,5.85,10.14,0.02,72.59,29.06,82.53,28
2019,jawa timur,kota surabaya,6,37.65,4.88,16.17,0.16,0.15,9.4,0.03,73.98,28.57,81.67,31
2019,jawa timur,kota batu,6,4.35,3.89,16.42,0.41,11.89,9.16,0.22,72.37,28.33,74.3,55
2019,banten,pandeglang,5,0.48,9.61,50.44,0.16,58.5,6.84,2.53,64.24,39.47,71.14,266
2019,banten,lebak,5,0.6,8.41,54.26,1.53,54.88,6.05,1.52,66.79,40.19,71.67,261
2019,banten,tangerang,5,2.19,5.18,21.98,0,16.45,8.18,0.26,69.61,23.23,75.54,202
2019,banten,serang,6,0.64,4.3,42.56,0.49,29.69,7.26,1.5,64.22,32.04,77.95,153
2019,banten,kota tangerang,6,50,4.76,11.54,0,11.18,10.17,0.04,71.45,19.07,81.53,32
2019,banten,kota cilegon,6,8.16,3.25,17.44,0,11.75,9.7,0.19,66.43,23.32,73.78,57
2019,banten,kota serang,5,1.73,5.36,36.06,0,24.26,8.16,0.16,67.58,24.62,61.4,88
2019,banten,kota tangerang selatan,6,50,1.68,5.7,0,15.3,10.86,0.04,72.26,19.85,86.39,11
2019,bali,jembrana,6,0.86,5.2,23.02,0,33.49,7.66,0.75,71.91,29.07,81.22,85
2019,bali,tabanan,6,0.44,4.46,14.76,0,11.16,8.2,0.44,73.23,16.15,90.05,1
2019,bali,badung,6,1.12,1.98,6.62,0,5.44,9.62,0.17,74.71,25.24,89.01,3
2019,bali,gianyar,6,0.81,4.19,2.29,0,8.92,8.58,0.19,73.26,12.08,89.76,2
2019,bali,klungkung,6,1.32,5.86,29.38,0.29,16.12,7.54,0.26,70.7,21.39,80.33,101
2019,bali,bangli,5,1.84,4.89,20.02,0.93,18.66,6.98,0.38,70.05,43.14,75.49,204
2019,bali,karangasem,6,0.82,6.28,21.36,0.17,21.69,5.84,0.46,70.05,26.23,81.44,82
2019,bali,buleleng,6,1.43,5.36,32.89,0.29,20.49,6.69,0.78,71.36,20.47,78.77,139
2019,bali,kota denpasar,6,8.16,2.24,6.87,0.23,1.45,10.3,0.03,74.38,18.84,89.84,1
2019,nusa tenggara barat,lombok barat,5,1,15.2,57.01,0.37,31.09,6.36,0.71,66.16,33.61,70.75,274
2019,nusa tenggara barat,lombok tengah,5,0.44,13.87,53.89,0.22,27.31,6.04,0.73,65.59,31.05,75.26,209
2019,nusa tenggara barat,lombok timur,5,0.73,16.55,56.99,0.4,34.98,6.76,0.6,65.33,43.52,70.36,278
2019,nusa tenggara barat,sumbawa,6,0.2,14.08,37.25,0.8,21.6,7.9,2.7,66.9,31.53,80.23,105
2019,nusa tenggara barat,dompu,6,0.18,12.4,52.88,0.41,32.07,8.14,4.95,66.2,33.83,77.67,160
2019,nusa tenggara barat,bima,5,0.37,14.84,54.58,0.34,30.14,7.66,5.71,65.71,32.01,75.45,206
2019,nusa tenggara barat,sumbawa barat,6,0.33,14.17,40.03,0,12.23,8.2,2.64,67.34,18.32,82.17,65
2019,nusa tenggara barat,lombok utara,4,0.83,28.83,52.18,0.17,37.08,5.93,1.02,66.5,29.3,66.63,318
2019,nusa tenggara barat,kota mataram,6,5.7,8.96,22.92,0,6.08,9.21,0.01,71.24,24.49,73.44,59
2019,nusa tenggara barat,kota bima,5,1.53,8.79,33.12,0,18.26,10.28,0.46,69.84,28.75,63.52,85
2019,nusa tenggara timur,sumba barat,4,0.38,28.51,54.45,27.55,46.45,6.67,2.4,66.58,47.77,64.67,325
2019,nusa tenggara timur,sumba timur,4,0.52,30.13,50.36,10.19,43.26,6.93,8.83,64.45,39.26,64.89,323
2019,nusa tenggara timur,kupang,5,0.64,23.1,44.28,13.49,30.79,7.56,5.41,63.86,41.44,68.95,295
2019,nusa tenggara timur,timor tengah selatan,4,0.58,28.06,58.47,40.32,45.99,6.39,8.79,65.91,55.96,60.97,338
2019,nusa tenggara timur,timor tengah utara,5,0.5,22.31,62.31,22.4,14.55,7.52,2.65,66.45,56.76,70.49,277
2019,nusa tenggara timur,belu,5,0.65,15.7,44.21,16.46,39.82,6.91,1.65,63.81,46.78,69.31,290
2019,nusa tenggara timur,alor,4,0.96,21.63,62.3,24.37,40.82,7.82,2.61,60.8,45.51,62.3,331
2019,nusa tenggara timur,lembata,4,0.87,26.45,42.29,10.94,33.3,7.57,2.47,66.57,43.13,67.48,309
2019,nusa tenggara timur,flores timur,5,0.97,11.05,39.92,8.11,11.04,7.4,2.14,64.7,46.53,75.11,213
2019,nusa tenggara timur,sikka,5,0.73,13.82,36.16,17.27,27.2,6.86,2.17,66.61,32.97,74.32,229
2019,nusa tenggara timur,ende,5,1.37,24.2,49.21,6.75,16.4,7.79,3.26,64.75,32.77,67.76,307
2019,nusa tenggara timur,ngada,6,0.38,12.94,30.77,8.42,33.1,8.6,2.01,67.59,34.7,78.24,148
2019,nusa tenggara timur,manggarai,5,0.58,20.83,47,9.4,20.37,7.51,1.42,66.23,43.27,72.88,247
2019,nusa tenggara timur,rote ndao,5,0.58,28.08,37.4,13.15,21.41,7.55,2.72,63.8,44.04,69.4,289
2019,nusa tenggara timur,manggarai barat,5,0.32,18.14,37.3,12.93,26.59,7.18,6.62,66.58,44.32,74.61,226
2019,nusa tenggara timur,sumba tengah,4,0.53,34.85,64.38,27.67,48.97,6.88,6.62,67.96,45.43,60.98,337
2019,nusa tenggara timur,sumba barat daya,3,0.6,28.88,68.7,40.85,86.32,6.11,2.89,68.02,39.98,55.89,360
2019,nusa tenggara timur,nagekeo,6,0.58,12.98,30.84,7.99,22.58,8.2,3.05,66.62,35.96,77.82,156
2019,nusa tenggara timur,manggarai timur,4,0.48,26.5,73.92,34.03,52.1,6.9,1.86,67.62,48.45,62.44,330
2019,nusa tenggara timur,sabu raijua,2,2.23,30.83,69.03,20.27,42.47,7.11,1.39,59.53,46.5,49.8,377
2019,nusa tenggara timur,malaka,5,0.48,16.34,47.81,15.71,49.96,6.88,1.72,64.52,42.97,68.94,297
2019,nusa tenggara timur,kota kupang,6,23.15,9.61,15.94,0.25,7.37,11.03,0.18,68.9,23.31,73.24,60
2019,kalimantan barat,sambas,5,0.72,8.55,29.54,1.85,91.08,6.12,5.01,68.5,38.95,67.98,305
2019,kalimantan barat,bengkayang,5,0.54,7.17,36.32,12.46,62.7,6.59,5,73.28,31.92,75.52,203
2019,kalimantan barat,landak,5,0.61,11.77,40.46,16.04,65.88,6.81,10.4,72.34,42.04,70.99,270
2019,kalimantan barat,mempawah,5,0.77,5.61,41.48,2.74,77.4,7.12,2.23,70.54,33.44,71.84,259
2019,kalimantan barat,sanggau,5,1.29,4.67,15.32,10.61,54.3,6.74,14.55,71.05,31.88,73.63,238
2019,kalimantan barat,ketapang,5,1.33,10.93,27.22,7.71,58.5,7.14,21.34,70.69,42.68,68.56,300
2019,kalimantan barat,sintang,4,2.88,10.35,19.44,16.21,50.93,6.75,28.08,71.29,33.15,60.93,339
2019,kalimantan barat,kapuas hulu,5,2,9.6,33.22,3.22,43.5,7.5,24.2,72.12,40.61,67.94,306
2019,kalimantan barat,sekadau,5,1.34,6.17,43.89,17.85,57.47,6.16,8.45,71.24,28.67,69.78,284
2019,kalimantan barat,melawi,2,5,12.83,35.53,10.03,62.08,6.73,19.13,72.56,40.78,44.99,386
2019,kalimantan barat,kayong utara,5,0.47,10.08,35.22,3.21,70.1,5.77,13.98,67.71,33.42,71.13,267
2019,kalimantan barat,kubu raya,5,1.24,5.07,27.63,0.19,86.39,7.51,6.43,70.04,24.83,69.56,287
2019,kalimantan barat,kota pontianak,5,50,5,14.82,0,58.7,10.06,0.04,72.41,22.26,65.83,79
2019,kalimantan barat,kota singkawang,4,3.53,5.12,15.52,0.63,53.55,7.76,0.28,71.41,26.59,55.98,92
2019,kalimantan tengah,kotawaringin barat,4,4.39,4.27,12.99,0.46,17.03,8.16,10.77,70.43,22.08,62.97,328
2019,kalimantan tengah,kotawaringin timur,6,1.01,6.21,21.51,2.64,34.48,7.84,16.92,69.75,48.84,76.42,192
2019,kalimantan tengah,kapuas,6,0.13,5.2,35.09,3.34,57.16,7.57,10.5,68.64,41.54,77.79,157
2019,kalimantan tengah,barito selatan,5,2.12,4.55,30.52,2.48,42.11,8.54,11.78,66.89,40.19,68.46,302
2019,kalimantan tengah,barito utara,6,0.67,5,24,4.53,25.21,8.51,14.91,71.28,34.58,82.31,61
2019,kalimantan tengah,sukamara,5,3.12,3.19,19,1.25,19.02,7.69,13.95,71.45,24.91,70.06,283
2019,kalimantan tengah,lamandau,6,0.82,3.15,19.83,6.03,27.02,7.99,12.12,69.31,28.34,81.49,77
2019,kalimantan tengah,seruyan,4,3.15,7.43,20.78,1.46,20.83,7.62,24.3,69.24,21.85,66.66,317
2019,kalimantan tengah,katingan,6,0.6,5.22,32.98,1.74,40.35,8.38,24.4,65.62,33.26,76.89,177
2019,kalimantan tengah,pulang pisau,6,0.24,4.51,34.7,0.67,44.21,7.87,14.87,67.92,32.07,80.02,110
2019,kalimantan tengah,gunung mas,3,5,5.1,32.81,10.28,37.93,8.82,20.33,70.24,38.21,51.93,370
2019,kalimantan tengah,barito timur,6,0.92,6.56,21.27,4.87,42.44,8.77,7.33,68.06,42.06,76.23,196
2019,kalimantan tengah,murung raya,2,5,6.28,28.24,13.97,57.3,7.59,29.84,69.43,30.81,47.73,382
2019,kalimantan tengah,kota palangka raya,6,50,3.47,11.52,0,8.72,11.09,1,73.16,22.91,78.16,45
2019,kalimantan selatan,tanah laut,6,0.39,4.4,23.24,0.69,42.52,7.37,3.84,69.08,33.23,81,90
2019,kalimantan selatan,kota baru,6,0.82,4.52,24.77,0.74,32.67,7.21,10.8,68.89,28.55,79.56,118
2019,kalimantan selatan,banjar,6,0.54,2.7,23.48,0.44,40.23,7.05,2.38,66.66,33.45,79.85,115
2019,kalimantan selatan,barito kuala,6,0.21,4.56,31.36,0.99,42.8,7.6,3.16,65.59,34.12,79.87,114
2019,kalimantan selatan,tapin,6,0.23,3.7,29.62,0.79,35.3,7.62,2.84,69.98,36.04,83.16,42
2019,kalimantan selatan,hulu sungai selatan,6,0.39,5.21,42.3,1.21,45.37,7.74,1.86,65.59,35.05,77.33,169
2019,kalimantan selatan,hulu sungai tengah,6,0.34,6.01,41.79,0.29,38.94,7.83,2.05,65.54,32.44,78.66,141
2019,kalimantan selatan,hulu sungai utara,6,0.73,6.38,20.95,0.3,27.96,7.48,1.29,63.24,37.74,77.89,154
2019,kalimantan selatan,tabalong,6,0.73,5.95,29.66,0.28,30.4,8.48,5.44,70.12,39.61,80.2,107
2019,kalimantan selatan,tanah bumbu,6,0.95,4.88,14.95,0.58,26.17,7.74,3.82,69.74,28.55,81.45,81
2019,kalimantan selatan,balangan,6,0.82,5.59,31.62,1.15,28.65,7.02,2.4,67.37,36.22,78.27,146
2019,kalimantan selatan,kota banjarmasin,6,19.11,4.18,19.09,0,0,9.77,0.02,70.75,28.75,80.21,37
2019,kalimantan selatan,kota banjarbaru,5,7.63,4.19,18.52,0.84,20.47,10.63,0.4,71.67,39.73,67.06,75
2019,kalimantan timur,paser,5,2.36,9.03,18.15,1.46,25.45,8.21,11.32,72.28,27.54,72.25,253
2019,kalimantan timur,kutai barat,4,3.22,9.15,15.61,0.81,24.93,8.15,17.61,72.57,30.02,66.85,313
2019,kalimantan timur,kutai kartanegara,6,0.78,7.41,14.87,0.65,9.29,8.57,14.04,71.93,35.66,84.51,22
2019,kalimantan timur,kutai timur,3,5,9.22,12.15,0.84,19.13,8.94,18.36,72.76,30.45,57.58,354
2019,kalimantan timur,berau,6,0.99,5.04,9.72,1.1,12.03,8.99,19.67,71.68,31.66,84.19,27
2019,kalimantan timur,penajam paser utara,6,0.72,7.4,11.5,0.71,15.18,7.94,4.77,71.05,31.62,84.26,24
2019,kalimantan timur,mahakam hulu,3,3.61,11.62,25.51,0.49,24.87,7.68,81.03,71.56,32.84,58.73,350
2019,kalimantan timur,kota balikpapan,6,28.06,2.64,3.65,0,1.29,10.19,0.18,74.18,23.76,88.74,2
2019,kalimantan timur,kota samarinda,6,13.47,4.59,5.93,0,1.37,10.14,0.22,73.93,26.26,85.19,16
2019,kalimantan timur,kota bontang,6,50,4.67,3.01,0.15,2.9,10.35,0.18,73.94,26.63,85.34,15
2019,kalimantan utara,malinau,6,1.36,7.68,9.05,0.85,27.01,9.07,61.74,71.4,24.63,77.11,173
2019,kalimantan utara,bulungan,6,0.86,9.44,10.87,1.89,33.11,8.33,15.43,72.55,31.22,80.28,103
2019,kalimantan utara,tana tidung,5,1.99,5.08,8.61,1.79,38.17,8.07,17.48,71.35,37.57,73.11,243
2019,kalimantan utara,nunukan,6,1.17,6.71,18.21,2.78,28.42,8.01,15.67,71.27,30.48,78.73,140
2019,kalimantan utara,kota tarakan,6,21.69,6.15,6.97,0,7.55,9.89,0.41,73.88,22.02,80.44,36
2019,sulawesi utara,bolaang mongondow,6,0.15,7.67,22.62,0,32.17,7.94,5.01,68.86,28.86,83.48,37
2019,sulawesi utara,minahasa,6,0.6,7.3,21.11,0.23,23.74,9.93,1.34,70.67,20.13,85.03,16
2019,sulawesi utara,kepulauan sangihe,3,5,11.82,38.4,5.21,26.72,8.43,0.63,69.6,22.99,52.89,366
2019,sulawesi utara,kepulauan talaud,6,1.63,9.5,25.6,1.14,25.4,9.24,2.36,69.71,23.59,76.11,197
2019,sulawesi utara,minahasa selatan,6,0.39,9.34,43.98,0.23,33.12,9.1,2.11,69.47,26.12,80.78,92
2019,sulawesi utara,minahasa utara,6,0.6,6.99,26.57,0.77,23.41,10.21,1.3,71.03,35.44,83.76,32
2019,sulawesi utara,bolaang mongondow utara,6,0.26,8.64,37.99,0.4,41.02,8.73,4.45,67.21,22.24,80.12,109
2019,sulawesi utara,siau tagulandang biaro,5,2.37,9.87,26.5,0.28,51.38,9.02,0.7,70.14,19.46,67.99,304
2019,sulawesi utara,minahasa tenggara,6,0.64,13.29,42.82,0.23,18.88,9.43,2.38,69.77,27.96,80.29,102
2019,sulawesi utara,bolaang mongondow selatan,5,0.83,13.6,38.89,0.64,20.55,8.03,5.98,64.19,33.27,75.19,211
2019,sulawesi utara,bolaang mongondow timur,6,0.58,6.03,25.77,0.85,35.48,7.98,5.15,67.51,26.28,80.28,104
2019,sulawesi utara,kota manado,6,27.57,5.38,10.39,0.01,5.08,10.63,0.06,71.52,19.8,83.68,22
2019,sulawesi utara,kota bitung,5,7.19,6.67,28.21,0.17,5.82,9.65,0.42,70.72,29.97,69.35,70
2019,sulawesi utara,kota tomohon,6,2.05,5.95,11.61,0.28,15.59,10.79,0.16,71.43,19.22,77.81,46
2019,sulawesi utara,kota kotamobagu,6,0.83,5.96,12.41,0,13.33,10.41,0.16,69.97,29.03,75.54,51
2019,sulawesi tengah,banggai kepulauan,3,3.25,15.65,34.26,9.96,28.75,8.27,4.47,65.12,40.48,58.17,351
2019,sulawesi tengah,banggai,6,0.38,9.12,16.57,2.53,22.82,8.18,5.42,70.32,31.9,83.75,33
2019,sulawesi tengah,morowali,6,0.49,14.34,16.99,2.29,19.07,9.02,3.39,68.45,34.81,81.26,84
2019,sulawesi tengah,poso,6,0.37,16.71,23.44,1.47,16.35,9.16,8.49,70.51,26.21,82.56,55
2019,sulawesi tengah,donggala,5,0.55,18.03,30.85,9.77,43.65,7.51,6.88,66.37,36.02,72.14,255
2019,sulawesi tengah,toli-toli,6,0.45,13.66,25.48,5.82,29.09,8.52,3.28,64.71,31.67,77.63,162
2019,sulawesi tengah,buol,6,0.49,16.08,25.76,5.97,17.33,8.95,12.94,67.59,34.22,79.09,127
2019,sulawesi tengah,parigi moutong,5,0.33,17.41,30.94,3.66,40.91,7.31,3.39,63.57,33.68,73.6,239
2019,sulawesi tengah,tojo una-una,5,0.85,18.27,32.85,5.98,17.78,8.43,5.89,64.61,26.15,74.87,221
